File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
50d98239-c028-4844-8221-2b35d97f8a05	e99fba98-f95e-4fc9-aa7d-5f8164c06f2a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A3HV	TCGA-EB-A3HV-01A	Primary Tumor
079934d9-9a12-44bd-860a-308c6b081c2f	04bf8d40-508e-4574-aad7-6f161e42a98b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A4XL	TCGA-EB-A4XL-01A	Primary Tumor
2fec3cf0-80c2-4a3b-80b9-4805302142b1	2ccf459a-66ff-4824-864f-1540cfa09789.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-AAA3	TCGA-WE-AAA3-06A	Metastatic
5391d3ba-d90a-47d8-a7b6-06256a397277	056f709a-b06a-4002-a225-49e83205b26d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A3DJ	TCGA-BF-A3DJ-01A	Primary Tumor
90830799-08a8-407d-b493-c3e33ca5308c	1689dc18-4e87-45ae-a3f2-f9e76919a6da.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A41B	TCGA-EB-A41B-01A	Primary Tumor
485cdf29-e104-4fd1-9b38-383aeec19cdf	5f930c4d-c6bc-4372-9cf0-a6364b8edfad.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GT	TCGA-EE-A2GT-06A	Metastatic
49590739-26ba-4632-af07-d965f342c44e	53b60851-8c20-4407-b20f-864ba4300c10.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A4F0	TCGA-FS-A4F0-06A	Metastatic
200a0bcc-55ca-413b-91b6-6d067e7ba92c	9737b044-f037-4acc-b8cf-78d6d897917c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29P	TCGA-EE-A29P-06A	Metastatic
3501d351-0a23-4b87-9087-c733178965d4	597e0bf5-b228-432f-b469-9498bb812f98.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8ZM	TCGA-WE-A8ZM-06A	Metastatic
2ccc26ed-ba0a-4448-b9e0-df5f428ba164	b0a44ece-6cfe-4d2e-8048-c899516b882e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1R	TCGA-W3-AA1R-06A	Metastatic
a9868a55-b034-4aef-8cb6-6022636c3ad6	80b5f1bb-3134-438d-8918-b63c73a44e0f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZR	TCGA-FS-A1ZR-06A	Metastatic
f44c6061-4d4f-412f-9dfe-50b4dd10fb3c	35e53aa3-e866-4bbf-90b2-7fde21e34767.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2ME	TCGA-EE-A2ME-06A	Metastatic
353f022e-cdfe-4f87-9f0a-a5f1fe397fc5	bc9887f1-081f-4291-bd05-dca184787b9c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29M	TCGA-EE-A29M-06A	Metastatic
b2aac562-d88d-41d1-b954-28c737d52f23	e2189723-f7a8-4117-b9b1-e5b34eb47021.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MG	TCGA-EE-A2MG-06A	Metastatic
e1760220-f392-4760-b30d-9bffdcb53c8c	96e0b14e-615c-48f4-a653-c616c2aa5a48.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JL	TCGA-D3-A2JL-06A	Metastatic
42fc0ca8-3156-407d-a9e8-e8eb7219d8e4	e6c50e17-fb6a-4e36-999e-a4eedb042180.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZZ	TCGA-FS-A1ZZ-06A	Metastatic
8b1b86fb-a300-4764-b576-7016d6ea4240	b147912f-7aa8-4d78-bdbc-7028fb73560d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A17X	TCGA-EE-A17X-06A	Metastatic
88ae3f5d-77fb-4116-a25f-5d62ce36aec6	8dadb8c5-a10b-4e48-8f2b-54471344d32b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A5GL	TCGA-D3-A5GL-06A	Metastatic
40fd3a32-5ca1-4ff9-bd37-6ff00efb4b64	c7343494-e044-41b4-ba86-19a6526f5ec5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8ZX	TCGA-WE-A8ZX-06A	Metastatic
b35c8db0-cc33-48c5-bb00-e4ed36d9238d	790e4e9a-3da2-43d0-9ebb-683306fd56c0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GN	TCGA-EE-A2GN-06A	Metastatic
5b40b10c-f9eb-4c2b-8ade-d8b37d00b5ac	ef95a1e2-1d47-4d9b-8de3-b74a5cc6b6ec.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GM	TCGA-EE-A2GM-06B	Metastatic
cd6a8a5f-4648-4e2d-b124-b66ed9e4054b	ced61cfd-4e64-48da-a5c1-bf6d4f68f889.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A17Z	TCGA-EE-A17Z-06A	Metastatic
08af87c4-4491-47b7-aa27-9981c75c3431	e89140b0-af29-4aaa-b8c7-058d9397efce.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3J7	TCGA-EE-A3J7-06A	Metastatic
291f5c56-8379-4634-9698-73372ac31d36	51292b00-570a-4f38-97e9-4958741117fe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A85I	TCGA-EB-A85I-01A	Primary Tumor
5349edab-4055-4a14-bc75-6f9dcb6b61f5	560da967-7304-4c94-8d03-0fa10f4ae7eb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A95V	TCGA-DA-A95V-06A	Metastatic
0341a31a-3514-402a-89b8-b225a79a3fba	486a3295-4aea-4023-b9e7-5ef683cd9808.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29W	TCGA-EE-A29W-06A	Metastatic
69b6b186-3573-4ee6-934b-f2914188ae58	5347b69e-eb89-4c1f-829f-3787b6d7db62.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A3F8	TCGA-DA-A3F8-06A	Metastatic
7c212167-cdea-41e1-b452-c72cc331eff7	36b0ea41-e163-4c12-bdb3-306f481142a9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U9	TCGA-GN-A4U9-06A	Metastatic
f6a44718-3e11-4086-9a6b-0cc9f59f701c	893a2cda-edeb-464b-9afa-7b147bcc75e8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GK	TCGA-D3-A8GK-06A	Metastatic
dcf28138-3014-4ce5-b5d9-4d3cea9cd7f8	d3cd3b2b-f200-411a-9aec-0aab57b9f67f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A553	TCGA-EB-A553-01A	Primary Tumor
677c1c07-16c7-45a4-8a13-5cdf31906923	12914204-196b-43a6-92b9-c398ab384fc2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A198	TCGA-ER-A198-06A	Metastatic
a43e7525-9681-4f0a-89ff-d7cd6e0f7e69	c24a8fb2-8db1-4c1f-a230-682de53ff964.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-RP-A6K9	TCGA-RP-A6K9-06A	Metastatic
ab033481-563e-4d42-accf-e3c4b93cf570	07847345-aec7-4526-a190-9751146772b4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1Z0	TCGA-FS-A1Z0-06A	Metastatic
f69589e6-149c-4889-9c0f-974de2945970	393d326f-f2ad-4e0a-83bc-d41421dbd25e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A42Z	TCGA-EB-A42Z-01A	Primary Tumor
662e5a74-9217-413e-8321-07951d802b8a	2b485559-2b76-4729-83c8-82b788a9c5f7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3J8	TCGA-EE-A3J8-06A	Metastatic
07c72816-2b74-419c-b353-d5793f4e0bc4	f959f0c8-c6be-4601-817a-ee24a17b4432.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A431	TCGA-EB-A431-01A	Primary Tumor
a7ec49bf-e7cd-42fe-adf0-43674d1c2146	1ab1c603-74a7-42b6-afd4-96b008e3f187.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A44O	TCGA-EB-A44O-01A	Primary Tumor
42b89c19-73d8-4d47-ac59-48e51d32c2b2	8ca7bfb1-304a-4b4f-8911-ce77f808e7dc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A4Z3	TCGA-D9-A4Z3-01A	Primary Tumor
46e8a545-80cf-46ac-bec8-6e50c445c6d4	5acb5589-fba6-4570-ad43-2cc7a26b2336.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3J5	TCGA-EE-A3J5-06A	Metastatic
ddb27612-fd60-46e9-bcd2-c53459bac7b9	7a241ae9-e218-4479-8096-d855cf3e8565.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A3PL	TCGA-ER-A3PL-06A	Metastatic
04f74a69-ac54-4afa-89ad-d9bf49cf32c9	8ab2317c-97ce-480d-9ab0-c51047031cde.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FR-A728	TCGA-FR-A728-01A	Primary Tumor
cba23f32-3b8f-428c-ad0d-868108e7f443	c8415aa5-13a1-4a37-b9f3-2fcf48dbe411.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GV	TCGA-D3-A8GV-06A	Metastatic
6227345a-c89e-43ca-979f-b404bfb080f4	04cd454e-776c-44be-aa99-06bcc5e3a1e0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2NG	TCGA-ER-A2NG-06A	Metastatic
4313a48b-84ae-4e50-b5e0-2dbcf6e65ad4	7d4fcdee-2fe3-48dd-b2bb-3404ec0a6b05.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-AAA4	TCGA-WE-AAA4-06A	Metastatic
c2a6a4ca-654b-4a98-8c9e-80c57e1a929c	ab2983e3-716c-4374-81a2-2837cf76930e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JP	TCGA-D3-A2JP-06A	Metastatic
7b85f97c-e31f-44f5-9f96-9a4efc8a3f14	6c23c1f8-53a8-4986-8423-71aef05bf8df.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A4F4	TCGA-FS-A4F4-06A	Metastatic
e4a0ea46-9523-4d69-a23d-9a213593569c	51614d1e-0091-4949-901c-f254d551b518.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3C6	TCGA-D3-A3C6-06A	Metastatic
d8a8c123-a75b-4e16-9d7a-7570083e2dc0	bc9887f1-081f-4291-bd05-dca184787b9c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29M	TCGA-EE-A29M-06A	Metastatic
2c6da7d2-87e3-4e08-abc1-bcfb8996696f	a11c6832-ea15-4d13-b5aa-d844b60edad2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MD	TCGA-EE-A2MD-06A	Metastatic
2ef8882c-a3f9-41e9-b9da-30acd51f2901	6b5d1d9a-7040-4ddd-93dd-4b31b6ae5926.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2J8	TCGA-D3-A2J8-06A	Metastatic
3457bddc-9e8c-44a0-a193-506b17dd8f48	db86f9e1-40a0-4a26-bbbe-660d04d7d497.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A51N	TCGA-D3-A51N-06A	Metastatic
91afb970-6b68-451e-be51-ea58062b5319	0f5dcdd3-2e9e-41d1-88a0-e186519aae4e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A550	TCGA-EB-A550-01A	Primary Tumor
3391df01-6930-43b1-9422-0f029982fa27	c8e47b23-2a98-4cf1-89aa-af5792157221.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A4Z6	TCGA-D9-A4Z6-06A	Metastatic
d50f087d-c6a8-4e2d-ab4e-4839592ac2a8	8a8f85e4-e81a-4ef2-9a7e-ff2ca8ad71a9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-HR-A2OG	TCGA-HR-A2OG-06A	Metastatic
69557652-81af-4ad0-b579-53812993964e	3740ed53-ea92-47a5-b46e-986f026a4ce3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-06A	Metastatic
55d45144-a0fe-42a7-a115-273f82d92e14	c7c47a42-41ba-4f1a-862f-70184c016a7a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GF-A2C7	TCGA-GF-A2C7-01A	Primary Tumor
5a41b01b-9a8c-4ec0-9c5a-6052f3d0b325	4e44a38b-47b2-427b-ba06-b8bc25b3798c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JD	TCGA-D3-A2JD-06A	Metastatic
d9f3516c-4ca3-4976-bd86-4b63ea548cc2	fa750303-f573-498e-9678-9644ae5ebf86.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZY	TCGA-FS-A1ZY-06A	Metastatic
69aa756a-dfba-4fe6-8984-81cac8a617dd	9576cf20-e04a-4c06-8988-8d38c2c017aa.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19N	TCGA-ER-A19N-06A	Metastatic
d744021b-2e3a-4705-8cd5-833f70c7d6ad	31524671-a312-44fe-b3d2-4052ce176ed6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1Z4	TCGA-FS-A1Z4-06A	Metastatic
3d38a34f-aea7-4add-a185-4829ab4210cd	fc6f1676-b097-40f8-9c0c-fc8142cf5be3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A4P0	TCGA-EB-A4P0-01A	Primary Tumor
93b74c16-3eef-42ae-a7e9-87bbab49e7e0	1c9740fc-2a6a-4905-bdc0-f6d2b7be6329.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A4Z2	TCGA-D9-A4Z2-01A	Primary Tumor
e111b8f9-771d-4de3-87c4-a1bb1e8c0747	48d8f465-e9dc-4550-9371-a1207302be8d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A95X	TCGA-DA-A95X-06A	Metastatic
540e6d12-f1d4-4043-936e-3a36704db64f	6c23c1f8-53a8-4986-8423-71aef05bf8df.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A4F4	TCGA-FS-A4F4-06A	Metastatic
c86453d3-fcdf-47f9-8d50-a8282b2049a6	597e0bf5-b228-432f-b469-9498bb812f98.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8ZM	TCGA-WE-A8ZM-06A	Metastatic
d45d14f7-7b54-4da4-a876-f6750a0a75ba	a42ebe27-04a2-4817-804b-b3be8eef1f30.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8JZ	TCGA-WE-A8JZ-06A	Metastatic
5b38071f-f0ae-4d19-93c2-61d8ab48121f	2c96ff80-4ea4-4de9-ae5d-ec3db1a9bffb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3BZ	TCGA-D3-A3BZ-06A	Metastatic
29882760-aa82-400b-9f37-fc0c8914adbb	e0d33e67-8a0e-44d5-8878-1d011e5bdce9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3JB	TCGA-EE-A3JB-06A	Metastatic
16eae5fe-58dd-4dfb-b822-e10b8a2377a9	ef45e407-4458-469d-8b13-5b8f79c2e7ff.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A185	TCGA-EE-A185-06A	Metastatic
9210c64f-56bd-424b-949a-4d5bf986f5ef	5347b69e-eb89-4c1f-829f-3787b6d7db62.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A3F8	TCGA-DA-A3F8-06A	Metastatic
4af5dd53-3839-46ea-a81a-5b612e0b74b8	28974514-8de7-4fee-a55a-25a66fcbd1a8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-AAP7	TCGA-BF-AAP7-01A	Primary Tumor
0606dae8-bf7d-41bc-b54b-d660de366972	5f36aa0d-7f3c-49e2-812e-f3317264ac68.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-06A	Metastatic
a548da9e-9740-49d2-a369-8d8f347019fb	793a4160-f480-4ca2-9afd-42ffec3dc717.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19H	TCGA-ER-A19H-06A	Metastatic
404f055b-a05a-4f89-b4cc-eb6f54e4c168	d0eaba14-8071-4d7f-959b-8040cb89dcc9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A5SE	TCGA-EB-A5SE-01A	Primary Tumor
52ee5272-b181-4cfc-b602-d29b090507ec	0266d0b5-b87f-4356-93b8-c1e291292cc8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A267	TCGA-GN-A267-06A	Metastatic
f573a9f6-a57c-42ca-ab31-f37306b635ef	b147912f-7aa8-4d78-bdbc-7028fb73560d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A17X	TCGA-EE-A17X-06A	Metastatic
218c4544-3327-4b33-8796-48e3613e03a8	fe0b1b95-7834-46da-bd72-d0559cd945e3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GR	TCGA-EE-A2GR-06A	Metastatic
a44a9eef-45dd-4ef8-ae2c-0cb4986cc281	bbe0252c-d51f-4e74-96b6-e4a0355ccda0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q8	TCGA-D3-A1Q8-06A	Metastatic
29b1a1b4-d1b9-4095-a807-cfe1baabcda7	bb1deae0-b7c8-4741-8be4-fa28994730a4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1HV	TCGA-DA-A1HV-06A	Metastatic
1295f99f-b948-494d-aabf-307197448e01	b0340ccb-b61e-46d9-8263-fd16aa80625a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19D	TCGA-ER-A19D-06A	Metastatic
32204690-9389-44c8-8a46-5cd93ce4fe6f	a9821e9b-7f51-4883-9254-b0b43950b182.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZF	TCGA-FS-A1ZF-06A	Metastatic
10a33dc3-561c-4fd0-8f69-05d8a59d48a0	c0cd55bb-9bec-4e83-a453-cc73637673eb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29S	TCGA-EE-A29S-06A	Metastatic
66b74d2e-076c-4833-a568-80280f8aa70b	c2f55a8b-4cbc-49e2-98a9-982974867fc2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A5GO	TCGA-D3-A5GO-06A	Metastatic
450dacda-2b84-40e7-980c-151954af8ce8	7f6c362b-f4ec-468c-97d3-ba6f630aa52a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1V	TCGA-W3-AA1V-06B	Metastatic
ce0418d7-a393-4bdd-87d5-2a75017a3a49	074f955e-0bcb-4252-990e-8864dc9beffd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1Z7	TCGA-FS-A1Z7-06A	Metastatic
5613dca7-5ce1-4eb9-bf1f-470867f4f3f4	95477845-1365-46a6-8c95-8f1ef05ddd0d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29N	TCGA-EE-A29N-06A	Metastatic
1b8a41fb-78ab-455f-89f7-fdef00a1d3b7	76bf832d-567d-4d00-a080-7b380be96a89.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GF-A6C8	TCGA-GF-A6C8-06A	Metastatic
56e01b79-c2ca-4bd8-a185-a36a657c1e45	55b1a302-94fd-4067-a75b-825b69049eb1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A1PV	TCGA-BF-A1PV-01A	Primary Tumor
93e8a506-f2a4-4001-b035-352dc010e81c	07f2753b-1e28-4703-a734-312be3391911.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2A1	TCGA-EE-A2A1-06A	Metastatic
53f11554-9761-4bbb-b884-fd6ffe7cdbd6	0d9f2953-424e-4008-bd7d-719a7e7ef4a1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A264	TCGA-GN-A264-06A	Metastatic
669d7b17-3d17-440e-a43e-3848d0deabe5	af52f284-f541-49ed-898e-eca29f032c73.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GB	TCGA-D3-A8GB-06A	Metastatic
183dc7aa-78d7-4f8f-b0cc-9d259b78153a	886ce1a5-45f8-445c-b382-b77d1fe4b726.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1O	TCGA-W3-AA1O-06A	Metastatic
4f0367a4-3fde-4f68-8a0d-97a5b186d25d	6e521f1c-950a-41d3-b9ed-cb701d7d33da.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A5FP	TCGA-EB-A5FP-01A	Primary Tumor
a5852116-c374-45a6-ab5f-02da87720085	51b1c6f9-192d-4502-9396-a04d2a497089.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZW	TCGA-FS-A1ZW-06A	Metastatic
e2d7443c-e103-401c-8aa3-5f830f10c8da	f80a155e-b286-4030-875d-9254c9c83cd8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A20C	TCGA-EE-A20C-06A	Metastatic
